player_name,Position,Team Name,Buts (sans les pénaltys),npxG: xG sans les pénaltys,Total des tirs,Passes décisives,xAG: Prévu(s) Buts assistés,npxG + xAG,Actions menant à un tir,Passes tentées,% de passes réussies,Passes progressives,Possessions progressives,Dribbles réussis,Touches (SurfRépOff),Passes progressives reçues,Tacles,Interceptions,Balles contrées,Dégagements,Duel aérien gagnés,Age,Categorie_Clustering,Categorie_Large,Categorie_Age
Eliesse Ben Seghir,LW,Monaco,0.37,0.17,3.22,0.28,0.25,0.41,4.41,46.42,78.4,5.79,5.88,1.56,4.32,10.02,2.39,0.18,1.2,0.28,0.64,19.0,Ailiers,Attaquants,Jeune (< 23 ans)
Lamine Camara,CM,Monaco,0.12,0.07,1.2,0.19,0.13,0.2,2.98,43.9,75.7,3.94,1.0,0.93,0.62,2.13,2.55,1.28,1.51,1.31,0.5,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Maghnes Akliouche,RW,Monaco,0.22,0.23,1.89,0.22,0.19,0.42,4.7,46.82,77.6,5.53,2.94,1.54,4.12,7.02,1.97,0.39,1.1,0.26,0.22,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Soungoutou Magassa,DM,Monaco,0.0,0.03,0.7,0.0,0.01,0.04,1.01,65.74,88.4,6.04,0.5,0.91,0.7,0.81,4.83,1.61,1.21,2.01,1.61,21.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Christian Mawissa,CB,Monaco,0.13,0.07,0.33,0.0,0.03,0.09,1.24,51.28,82.8,2.81,1.77,1.83,0.98,0.98,2.22,2.03,1.9,3.07,1.57,19.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Kassoum Ouattara,LB,Monaco,0.11,0.17,1.22,0.11,0.18,0.33,2.0,46.95,68.5,3.56,4.12,1.22,2.78,8.68,2.45,1.67,1.45,2.23,1.89,20.0,Latéraux,Défenseurs,Jeune (< 23 ans)
George Ilenikhena,CF,Monaco,0.81,0.5,2.84,0.0,0.08,0.57,1.72,12.67,68.8,0.91,1.11,0.41,5.37,5.57,0.0,0.0,0.1,0.41,2.53,18.0,Attaquants,Attaquants,Jeune (< 23 ans)
João Neves,DM,Paris S-G,0.0,0.05,1.09,0.29,0.12,0.18,3.09,74.09,88.0,6.81,1.95,1.66,1.49,2.52,3.72,1.32,1.03,1.2,1.2,20.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Warren Zaïre-Emery,CM,Paris S-G,0.13,0.08,0.64,0.13,0.13,0.2,3.36,59.45,92.2,4.47,2.56,0.93,1.41,3.71,2.08,0.67,1.34,1.31,0.54,18.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Bradley Barcola,LW,Paris S-G,0.44,0.39,2.49,0.32,0.26,0.66,4.26,35.29,77.7,3.21,5.98,2.81,7.91,13.57,1.85,0.48,1.65,0.68,0.76,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Lucas Beraldo,CB,Paris S-G,0.05,0.05,0.24,0.0,0.02,0.07,0.82,85.79,90.1,3.73,0.48,0.24,0.48,0.1,2.08,1.35,1.11,2.23,1.55,20.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Nuno Mendes,LB,Paris S-G,0.16,0.06,1.05,0.16,0.12,0.18,2.98,78.72,84.4,7.17,3.38,1.61,1.93,4.51,1.93,1.21,1.29,1.61,0.73,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Désiré Doué,LW,Paris S-G,0.15,0.13,2.2,0.25,0.25,0.38,5.0,43.88,73.7,6.3,4.25,3.35,4.3,10.14,1.8,0.6,1.6,0.35,0.35,19.0,Ailiers,Attaquants,Jeune (< 23 ans)
Lamine Yamal,RW,Barcelona,0.29,0.22,2.7,0.32,0.3,0.52,4.56,44.81,78.4,3.82,5.14,2.98,5.62,13.91,2.35,0.8,1.35,0.23,0.09,17.0,Ailiers,Attaquants,Jeune (< 23 ans)
Pau Cubarsí,CB,Barcelona,0.0,0.01,0.24,0.03,0.05,0.06,1.3,82.85,91.7,4.62,0.65,0.14,0.51,0.1,1.16,0.55,0.85,3.59,1.74,17.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Pedri,CM,Barcelona,0.19,0.13,0.8,0.27,0.2,0.33,3.99,67.35,86.5,7.87,2.24,0.91,1.98,4.33,2.28,0.87,1.6,0.99,0.11,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Alejandro Balde,LB,Barcelona,0.0,0.03,0.52,0.05,0.09,0.12,2.36,50.89,86.4,3.19,4.19,1.41,2.25,8.9,0.84,0.37,0.79,1.1,0.52,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Marc Casado,DM,Barcelona,0.0,0.1,0.91,0.26,0.08,0.17,3.12,68.8,89.8,7.8,1.04,0.26,0.52,2.47,2.6,0.52,0.91,1.95,0.52,21.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Pablo Torre,AM,Barcelona,0.11,0.08,1.34,0.34,0.1,0.18,3.02,55.63,83.7,7.5,2.91,0.78,2.8,5.15,1.12,0.56,1.01,0.78,0.11,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Héctor Fort,RB,Barcelona,0.0,0.0,0.35,0.35,0.14,0.16,1.39,69.36,89.3,3.47,1.39,0.87,0.52,7.63,1.91,0.52,0.35,1.73,0.17,18.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Fermin López,CM,Barcelona,0.49,0.48,3.23,0.05,0.08,0.55,2.8,38.86,83.1,4.71,2.47,1.32,4.17,5.92,2.8,0.33,0.93,0.38,0.6,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Ansu Fati,LW,Barcelona,0.4,0.36,3.91,0.13,0.13,0.51,4.18,39.21,85.2,4.31,2.69,1.21,6.33,9.43,0.81,0.54,1.08,0.4,0.13,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Álex Valle,LB,Barcelona,0.0,0.03,0.71,0.0,0.05,0.09,2.3,58.94,77.0,4.31,2.07,0.89,1.3,3.9,3.07,1.71,1.36,2.66,1.18,20.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Michael Olise,RW,Bayern Munich,0.74,0.41,3.96,0.4,0.38,0.79,5.54,55.51,77.0,6.28,4.55,2.87,5.74,10.29,1.43,0.59,1.19,0.54,0.54,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Pavlovic,DM,Bayern Munich,0.13,0.06,0.49,0.09,0.05,0.11,2.6,79.03,93.0,8.6,1.03,0.31,0.63,1.34,1.84,0.99,1.12,1.03,0.85,20.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Jamal Musiala,AM,Bayern Munich,0.45,0.39,3.01,0.19,0.32,0.71,5.37,42.3,82.4,5.4,5.11,3.91,6.82,8.57,1.88,0.94,1.13,0.19,0.26,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Mathys Tel,LW,Bayern Munich,0.31,0.28,3.22,0.39,0.22,0.5,3.77,36.0,82.5,2.52,3.93,3.3,6.05,10.45,0.94,0.55,1.02,0.39,1.18,19.0,Ailiers,Attaquants,Jeune (< 23 ans)
Gravenberch,CM,Liverpool,0.09,0.12,1.37,0.0,0.08,0.2,3.0,49.44,86.4,6.69,2.92,1.54,2.23,4.16,2.02,1.5,1.63,0.77,0.73,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Jarell Quansah,CB,Liverpool,0.17,0.07,0.46,0.0,0.01,0.07,1.03,89.25,89.5,4.71,0.98,0.34,0.86,0.23,1.95,1.09,1.32,2.87,3.33,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Conor Bradley,RB,Liverpool,0.08,0.09,1.18,0.25,0.13,0.22,2.77,67.0,81.5,3.78,3.78,1.43,4.03,6.8,3.11,1.18,2.1,1.93,1.26,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Harvey Elliott,CM,Liverpool,0.15,0.17,3.0,0.5,0.25,0.42,5.0,65.91,83.0,7.9,3.1,0.85,4.1,8.05,1.85,0.5,1.55,0.3,0.5,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Riccardo Calafiori,CB,Arsenal,0.11,0.07,0.75,0.18,0.04,0.11,1.67,66.83,89.0,3.8,0.92,0.71,1.17,1.03,2.02,1.81,1.56,2.95,2.34,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Joško Gvardiol,LB,Manchester City,0.17,0.1,1.19,0.06,0.07,0.17,2.26,76.78,89.7,6.3,2.43,0.99,2.35,3.9,2.12,1.24,1.38,1.67,1.13,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Rico Lewis,RB,Manchester City,0.1,0.12,0.78,0.24,0.18,0.3,2.44,61.74,91.7,4.39,2.54,0.54,3.81,5.71,1.46,0.49,1.12,1.17,0.1,19.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Jeremy Doku,LW,Manchester City,0.14,0.16,2.93,0.41,0.29,0.45,6.37,49.83,82.6,3.48,12.46,5.31,12.87,17.54,1.97,0.27,0.92,0.23,0.05,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Sávio,RW,Manchester City,0.23,0.19,1.46,0.26,0.25,0.44,3.99,35.6,77.2,3.24,6.06,3.18,5.67,12.61,1.36,0.55,0.94,0.29,0.06,20.0,Ailiers,Attaquants,Jeune (< 23 ans)
James Mcatee,AM,Manchester City,0.16,0.12,1.37,0.16,0.15,0.27,3.02,26.82,68.1,2.52,2.74,1.65,3.78,5.7,1.7,0.6,1.04,0.99,0.55,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Hugo Larsson,CM,Eint Frankfurt,0.17,0.12,0.55,0.04,0.05,0.18,1.3,41.52,87.0,3.36,0.92,0.21,0.8,1.76,1.43,1.26,1.6,1.68,0.63,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Hugo Ekitike,CF,Eint Frankfurt,0.54,0.43,3.62,0.38,0.31,0.73,4.16,26.02,70.1,1.46,2.62,2.93,6.7,7.7,1.31,0.46,0.92,0.69,2.23,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Fares Chaïbi,AM,Eint Frankfurt,0.08,0.2,2.13,0.17,0.29,0.49,3.96,42.18,64.7,4.01,2.5,0.46,3.38,6.59,1.38,0.46,1.59,1.34,0.54,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Ansgar Knauff,RW,Eint Frankfurt,0.31,0.23,1.61,0.16,0.14,0.37,2.79,30.01,63.2,2.52,3.11,1.02,4.48,6.88,2.16,0.75,1.65,0.67,0.94,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Igor Matanovic,CF,Eint Frankfurt,0.59,0.44,2.86,0.25,0.16,0.6,2.94,20.96,63.5,1.43,0.8,1.34,5.42,5.75,0.46,0.21,0.76,1.09,4.54,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Can Uzun,AM,Eint Frankfurt,0.64,0.32,3.14,0.12,0.1,0.42,3.54,32.07,78.3,3.89,2.38,2.27,2.67,3.14,0.58,0.17,0.87,0.23,0.35,18.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Nathaniel Brown,LB,Eint Frankfurt,0.0,0.02,0.75,0.23,0.07,0.09,1.6,44.69,77.3,4.18,2.68,0.7,1.03,2.72,3.38,0.99,1.41,2.49,0.33,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Jude Bellingham,AM,Real Madrid,0.4,0.27,2.04,0.26,0.2,0.47,3.74,59.78,88.6,7.39,3.19,1.64,4.46,6.35,2.01,0.83,1.73,0.66,0.95,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Arda Güler,RW,Real Madrid,0.81,0.36,3.64,0.0,0.24,0.61,5.66,52.14,84.0,5.39,3.1,2.16,4.99,7.14,2.02,0.4,0.94,1.08,0.27,19.0,Ailiers,Attaquants,Jeune (< 23 ans)
Camavinga,CM,Real Madrid,0.0,0.05,0.95,0.08,0.08,0.12,2.07,60.95,90.5,4.4,1.66,1.49,1.04,1.41,3.4,1.33,1.99,1.83,1.24,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Endrick,CF,Real Madrid,0.43,0.27,2.31,0.05,0.16,0.44,3.55,22.1,73.0,3.23,2.85,2.04,3.33,5.27,0.7,0.05,0.7,0.16,0.65,18.0,Attaquants,Attaquants,Jeune (< 23 ans)
Rafa Marín,CB,Napoli,0.0,0.03,0.41,0.0,0.0,0.03,0.68,36.58,82.7,2.49,0.54,0.09,0.81,0.18,1.27,1.22,1.36,5.03,1.77,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Xavi Simons,AM,RB Leipzig,0.19,0.22,2.73,0.27,0.33,0.56,6.34,50.16,79.3,6.8,4.89,2.73,3.77,7.81,1.07,0.55,0.74,0.27,0.55,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Benjamin Šeško,CF,RB Leipzig,0.66,0.44,2.74,0.15,0.05,0.5,2.0,20.62,67.7,1.54,1.23,0.96,4.47,5.32,0.66,0.23,1.16,1.31,2.04,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Castello Lukeba,CB,RB Leipzig,0.0,0.02,0.21,0.0,0.0,0.02,0.58,76.09,91.4,4.03,1.01,0.61,0.64,0.37,1.07,0.85,1.34,3.57,1.31,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Antonio Nusa,LW,RB Leipzig,0.17,0.24,2.78,0.17,0.23,0.47,5.22,34.52,73.8,4.09,6.26,3.83,5.65,12.09,1.13,0.26,0.96,0.26,0.43,19.0,Ailiers,Attaquants,Jeune (< 23 ans)
Arthur Vermeeren,DM,RB Leipzig,0.12,0.04,0.37,0.0,0.05,0.09,2.73,47.79,84.9,4.34,1.12,0.62,0.99,2.11,2.36,1.86,2.48,0.99,0.5,19.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Levi Colwill,CB,Chelsea,0.05,0.03,0.35,0.0,0.04,0.07,1.15,60.12,86.5,4.03,0.85,0.35,0.9,0.9,2.04,1.54,1.34,3.84,1.99,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Moisés Caicedo,DM,Chelsea,0.03,0.01,0.4,0.12,0.1,0.12,2.02,65.29,89.5,5.17,0.87,0.75,0.32,0.95,3.09,1.3,1.88,1.41,0.89,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Cole Palmer,AM,Chelsea,0.53,0.41,3.49,0.47,0.42,0.83,5.59,46.97,78.1,6.77,3.81,1.66,4.23,6.35,0.83,0.59,0.62,0.53,0.03,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Noni Madueke,RW,Chelsea,0.49,0.21,3.09,0.12,0.21,0.42,3.94,34.99,83.0,3.82,6.0,2.79,6.25,9.95,1.46,0.42,0.85,1.09,0.61,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Malo Gusto,RB,Chelsea,0.0,0.05,0.81,0.2,0.19,0.24,2.64,66.76,86.3,4.31,3.09,0.61,2.18,5.83,2.79,0.86,1.57,2.44,0.36,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Cesare Casadei,CM,Chelsea,0.12,0.28,1.75,0.0,0.08,0.36,3.15,48.61,85.9,4.43,1.52,0.82,2.33,5.13,1.4,1.05,0.82,1.4,2.22,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Morgan Rogers,AM,Aston Villa,0.25,0.16,1.71,0.19,0.21,0.37,3.68,26.78,75.6,3.36,3.3,2.54,3.87,4.89,0.83,0.32,1.21,1.08,0.7,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Jaden Philogene Bidace,LW,Aston Villa,0.46,0.26,3.86,0.15,0.16,0.42,4.01,32.74,78.8,2.79,4.85,2.71,6.07,11.12,2.52,0.73,1.34,0.76,0.31,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Jhon Durán,CF,Aston Villa,1.12,0.49,4.05,0.0,0.04,0.53,1.95,21.63,66.5,1.81,1.12,0.42,5.72,5.02,1.26,0.28,0.98,2.09,4.05,20.0,Attaquants,Attaquants,Jeune (< 23 ans)
Ian Maatsen,LB,Aston Villa,0.12,0.06,0.79,0.08,0.13,0.19,2.27,67.11,85.0,5.37,2.6,0.79,1.69,3.43,2.15,1.16,1.53,2.85,0.29,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Kenan Yıldız,SS,Juventus,0.17,0.12,1.79,0.12,0.12,0.23,3.81,36.54,82.1,4.16,4.33,1.96,3.35,7.45,1.5,0.23,0.98,0.46,0.92,19.0,Attaquants,Attaquants,Jeune (< 23 ans)
Francisco Conceição,RW,Juventus,0.57,0.25,2.46,0.38,0.28,0.53,4.36,34.86,79.3,2.08,4.55,2.27,4.17,9.28,1.71,0.38,0.76,0.38,0.0,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Luis Henrique,LW,Marseille,0.21,0.13,1.18,0.16,0.1,0.22,3.26,40.99,76.5,4.01,2.51,1.39,2.62,7.92,0.86,0.8,0.86,0.54,0.05,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Elye Wahi,CF,Marseille,0.36,0.5,2.67,0.08,0.11,0.62,1.98,16.11,74.4,0.97,2.43,0.81,5.38,7.85,0.32,0.2,0.24,0.16,0.45,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Quentin Merlin,LB,Marseille,0.0,0.04,1.01,0.09,0.1,0.14,2.97,62.46,77.5,5.86,1.88,0.74,1.36,6.43,1.84,0.96,1.05,1.75,0.44,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Ismaël Koné,CM,Marseille,0.16,0.1,1.71,0.12,0.09,0.18,3.25,40.51,84.6,5.16,2.48,1.22,2.03,3.0,1.46,0.49,1.22,0.57,0.53,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Valentin Carboni,AM,Marseille,0.14,0.16,1.64,0.21,0.13,0.28,3.28,41.08,83.9,4.13,3.92,1.71,2.92,5.77,1.71,0.57,0.93,0.36,0.43,19.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Jon Rowe,LW,Marseille,0.47,0.23,2.21,0.07,0.04,0.27,3.01,21.03,71.0,2.34,2.81,1.81,4.02,2.95,2.28,0.6,1.07,0.94,0.94,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Bamo Meïté,CB,Marseille,0.0,0.04,0.19,0.0,0.0,0.04,0.58,63.17,91.1,3.6,1.07,0.49,0.29,0.78,2.04,1.46,1.65,5.05,2.62,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Pablo Barrios,CM,Atlético Madrid,0.0,0.06,1.19,0.14,0.11,0.18,2.44,52.58,84.8,5.59,1.58,1.53,1.1,3.54,2.25,1.48,0.91,1.39,1.0,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Giuliano Simeone,CF,Atlético Madrid,0.12,0.19,1.67,0.24,0.24,0.43,2.63,23.9,65.5,2.99,3.47,1.43,3.35,6.57,1.08,0.6,1.79,0.6,0.24,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Kristjan Asllani,DM,Inter,0.09,0.08,1.82,0.17,0.16,0.23,2.52,87.74,89.6,4.86,0.7,0.43,0.43,1.56,1.22,0.96,1.22,1.22,0.43,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Alessandro Fontanarosa,CB,Inter,0.0,0.03,0.51,0.0,0.02,0.04,1.53,54.51,74.8,5.18,1.61,0.34,1.02,1.95,1.7,1.19,1.19,4.25,1.44,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Tiago Palacios,CB,Inter,0.0,0.02,0.71,0.0,0.0,0.02,0.94,31.53,64.2,2.0,0.94,1.65,1.06,0.35,2.59,1.53,0.71,4.47,2.12,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Eren Dinkçi,RW,Freiburg,0.22,0.14,1.63,0.22,0.12,0.26,2.74,29.54,64.1,3.04,2.71,1.41,2.37,5.3,1.22,0.44,1.56,0.63,0.3,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Merlin Röhl,AM,Freiburg,0.15,0.17,1.86,0.2,0.13,0.3,2.87,28.02,78.4,2.02,2.57,1.26,2.62,5.44,1.76,0.66,1.61,1.01,1.36,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Kiliann Sildillia,RB,Freiburg,0.05,0.08,0.55,0.05,0.03,0.11,1.83,59.36,73.7,3.7,1.55,0.64,1.33,4.02,2.1,1.05,1.65,2.88,1.6,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Thierno Barry,CF,Villarreal,0.34,0.55,3.36,0.17,0.12,0.67,2.18,13.43,55.0,1.01,1.18,0.17,4.53,3.36,0.17,0.0,0.5,0.67,3.69,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Ilias Akhomach,RW,Villarreal,0.12,0.15,1.78,0.12,0.17,0.31,3.73,28.51,77.3,2.35,4.25,3.36,4.29,9.72,1.98,0.81,0.61,0.93,0.32,20.0,Ailiers,Attaquants,Jeune (< 23 ans)
